Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Many dancers forget this synopsis that a lot of ladies have scanned that has n't shocked some women . <eos>	[5.545644283294678, 5.432363510131836, 5.0918965339660645, 3.088284969329834, 5.673001289367676, 2.2136473655700684, 5.0748090744018555, 6.765904426574707, 0.6491973996162415, 5.309508800506592, 4.732601165771484, 5.034087181091309, 3.7552905082702637, 5.674412727355957, 4.367843151092529, 3.3240277767181396, 3.4197373390197754, 4.064052104949951, 3.4558355808258057, 2.737108104611252e-07]	[9.974100112915039, 10.036972045898438, 9.423009872436523, 3.9017629623413086, 12.547048568725586, 4.871640205383301, 5.373717308044434, 4.042852401733398, 0.08083915710449219, 6.953848838806152, 1.7494115829467773, 12.381196975708008, 5.739060401916504, 4.716999053955078, 3.7381582260131836, 12.08820915222168, 4.7828369140625, 4.416726112365723, 1.0471019744873047, -0.0]	Many dancers forget who this synopsis that a lot of ladies have scanned has n't shocked some women . <eos>	[5.545644283294678, 5.432363510131836, 5.0918965339660645, 3.088284969329834, 5.418323516845703, 5.408124923706055, 4.318636417388916, 5.366684913635254, 6.617914199829102, 2.0355944633483887, 5.2348833084106445, 5.011037826538086, 4.729596138000488, 3.8324332237243652, 2.8817477226257324, 2.303084135055542, 3.1143932342529297, 3.6369619369506836, 3.1432175636291504, 2.721557734730595e-07]	[9.974100112915039, 10.036972045898438, 9.423009872436523, 6.777161598205566, 6.52023983001709, 13.59123420715332, 8.708297729492188, 5.676779747009277, 5.556900978088379, 0.3633136749267578, 6.92356014251709, 2.139810562133789, 12.599006652832031, 5.637731552124023, 7.1430559158325195, 12.864907264709473, 5.032016754150391, 5.167844772338867, 0.9510307312011719, -0.0]
Many cashiers know those men that Eric forgot that find wheelbarrows . <eos>	[5.545644760131836, 5.432359218597412, 6.4610700607299805, 3.9821062088012695, 4.562589168548584, 3.1662092208862305, 5.263289451599121, 4.554497241973877, 3.1192524433135986, 4.128205299377441, 4.65779972076416, 4.023158073425293, 2.7805441504824557e-07]	[9.974100112915039, 3.44240665435791, 8.124605178833008, 6.431565284729004, 6.671412467956543, 4.114269256591797, 11.315254211425781, 10.306835174560547, 4.498343467712402, 13.933828353881836, 4.879471778869629, 1.4491987228393555, -0.0]	Many cashiers know what those men that Eric forgot find wheelbarrows . <eos>	[5.545644760131836, 5.432359218597412, 6.4610700607299805, 3.9821062088012695, 4.665871620178223, 6.555421829223633, 4.915639877319336, 4.925166130065918, 4.765584945678711, 3.054621696472168, 3.0711116790771484, 3.3817825317382812, 2.7342738917468523e-07]	[9.974100112915039, 3.44240665435791, 8.124605178833008, 3.178521156311035, 7.490993499755859, 5.150901794433594, 6.47276496887207, 12.328474044799805, 11.158616065979004, 12.221537590026855, 6.526464462280273, 1.2026634216308594, -0.0]
All teenagers investigate those dancers that many adults hide that bike to the oasis . <eos>	[5.545644760131836, 5.225571155548096, 4.9918904304504395, 3.9827969074249268, 5.257458686828613, 3.5534186363220215, 5.377336502075195, 5.385289192199707, 4.6410322189331055, 2.3409805297851562, 5.224909782409668, 3.997360944747925, 5.608089447021484, 6.364255905151367, 2.4261765480041504, 2.6900278271568823e-07]	[8.75776481628418, 12.94427490234375, 11.585929870605469, 6.1271820068359375, 12.325231552124023, 4.58043098449707, 8.349002838134766, 7.783207416534424, 9.530374526977539, 7.896297454833984, 13.94128704071045, 3.2668113708496094, 1.8428153991699219, 11.07007884979248, 0.6855659484863281, -0.0]	All teenagers investigate what those dancers that many adults hide bike to the oasis . <eos>	[5.545644760131836, 5.225571155548096, 4.9918904304504395, 3.9827969074249268, 4.046853542327881, 6.290350914001465, 4.953067302703857, 5.1084394454956055, 4.665009498596191, 4.533596992492676, 2.28694748878479, 4.951300621032715, 5.639164924621582, 6.523647308349609, 2.302473306655884, 2.6764098493003985e-07]	[8.75776481628418, 12.94427490234375, 11.585929870605469, 4.468247413635254, 8.045904159545898, 9.791397094726562, 7.191690444946289, 7.520936965942383, 7.042169570922852, 10.629467010498047, 18.21300506591797, 3.9904861450195312, 4.485743522644043, 11.958346366882324, 0.6061077117919922, -0.0]
Brett was n't noticing all reports that many actresses examine that impressed that actor . <eos>	[5.545644760131836, 5.572362899780273, 5.85108757019043, 5.713820457458496, 3.8716814517974854, 3.6410770416259766, 3.29770565032959, 4.731949806213379, 5.234825611114502, 3.636414051055908, 3.668590545654297, 5.311306953430176, 4.866483688354492, 5.611515045166016, 4.128232002258301, 2.679745705336245e-07]	[11.670745849609375, 4.905660629272461, 6.038120269775391, 11.823145866394043, 5.941312789916992, 9.708221435546875, 3.397395133972168, 6.862907409667969, 9.865283966064453, 14.19314956665039, 5.531893730163574, 10.085620880126953, 4.990283966064453, 5.849626541137695, 1.9723930358886719, -0.0]	Brett was n't noticing who all reports that many actresses examine impressed that actor . <eos>	[5.545644760131836, 5.572362899780273, 5.85108757019043, 5.713820457458496, 3.8716814517974854, 5.184067726135254, 5.544905662536621, 4.027492046356201, 4.831255912780762, 4.825312614440918, 3.529759407043457, 3.682633876800537, 4.882467269897461, 5.46336030960083, 5.102097511291504, 2.7020030302082887e-07]	[11.670745849609375, 4.905660629272461, 6.038120269775391, 11.823145866394043, 5.823467254638672, 5.954137802124023, 9.291853904724121, 3.9128360748291016, 7.2350006103515625, 9.513021469116211, 13.613500595092773, 13.62253475189209, 5.601127624511719, 8.084599494934082, 2.502882957458496, -0.0]
Martha had n't remembered this school that Rodney would walk through that ca n't appreciate those men . <eos>	[5.545644283294678, 5.486833572387695, 4.706856727600098, 4.228261947631836, 3.790520191192627, 4.779666900634766, 3.2787983417510986, 4.824850082397461, 4.17592191696167, 4.947563171386719, 3.694056272506714, 3.2945213317871094, 5.217497825622559, 0.5206034779548645, 4.526729583740234, 3.3385443687438965, 6.367856025695801, 3.6348752975463867, 2.783224317681743e-07]	[10.668777465820312, 6.7691192626953125, 5.983298301696777, 10.529165267944336, 3.775686264038086, 8.365270614624023, 4.942395210266113, 10.469366073608398, 3.9882278442382812, 7.7604217529296875, 3.015371322631836, 4.850831031799316, 12.887373924255371, 0.1286163330078125, 8.580424308776855, 5.75661563873291, 5.555083274841309, 1.6248741149902344, -0.0]	Martha had n't remembered who this school that Rodney would walk through ca n't appreciate those men . <eos>	[5.545644283294678, 5.486833572387695, 4.706856727600098, 4.228261947631836, 3.790520191192627, 5.060822486877441, 3.4858603477478027, 3.215794563293457, 4.512974739074707, 4.5542144775390625, 4.714946269989014, 3.052293300628662, 3.186016321182251, 0.5950925946235657, 5.107609748840332, 3.484614610671997, 6.426047325134277, 3.893476963043213, 2.77396139836128e-07]	[10.668777465820312, 6.7691192626953125, 5.983298301696777, 10.529165267944336, 5.802726745605469, 6.465313911437988, 8.797832489013672, 8.755827903747559, 11.42786693572998, 4.671442031860352, 7.367526054382324, 4.116735458374023, 13.168289184570312, 2.3472824096679688, 7.294489860534668, 6.969968795776367, 5.510653495788574, 2.087437629699707, -0.0]
Daniel had known the child that Samantha investigates that should n't go to these movie theaters . <eos>	[5.545644283294678, 4.9079484939575195, 5.183097839355469, 4.403242111206055, 7.384937763214111, 3.6346404552459717, 4.627050399780273, 4.691368579864502, 2.5949342250823975, 5.071274757385254, 3.878871202468872, 3.223484516143799, 4.15338134765625, 4.975008010864258, 6.531560897827148, 3.7700283527374268, 2.271392345428467, 2.7172467298441916e-07]	[9.525406837463379, 7.598997116088867, 7.307477951049805, 2.009706497192383, 6.358039855957031, 5.423821449279785, 11.631800651550293, 13.04515266418457, 6.457122802734375, 8.436563491821289, 3.9608449935913086, 4.070033073425293, 2.371087074279785, 7.858415126800537, 8.878809928894043, 1.1548347473144531, 0.5861625671386719, -0.0]	Daniel had known what the child that Samantha investigates should n't go to these movie theaters . <eos>	[5.545644283294678, 4.9079484939575195, 5.183097839355469, 4.403242111206055, 3.993652582168579, 7.271051406860352, 3.8197383880615234, 4.473224639892578, 5.043354034423828, 2.761847734451294, 4.620208740234375, 3.7814128398895264, 3.788557529449463, 4.917707443237305, 6.3468475341796875, 3.5289156436920166, 2.3512182235717773, 2.712272078042588e-07]	[9.525406837463379, 7.598997116088867, 7.307477951049805, 5.2349700927734375, 2.3498458862304688, 6.212759971618652, 6.836482048034668, 11.916481971740723, 13.877968788146973, 7.7149858474731445, 5.370306968688965, 4.633234024047852, 1.9039134979248047, 8.395759582519531, 8.893596649169922, 1.5263252258300781, 0.6738166809082031, -0.0]
Larry remembers the plays that some guys are arguing about that ca n't stun many teenagers . <eos>	[5.545644283294678, 5.647049903869629, 4.103020668029785, 7.280146598815918, 3.731441020965576, 4.842623710632324, 4.464493751525879, 4.675383567810059, 5.345393180847168, 2.639204740524292, 2.65337872505188, 5.561529636383057, 0.12996722757816315, 4.547480583190918, 4.024144172668457, 4.545919895172119, 3.1092441082000732, 2.71740248081187e-07]	[10.266302108764648, 12.780162811279297, 1.7257137298583984, 10.067100524902344, 3.2426414489746094, 7.0858917236328125, 7.151060104370117, 3.449075698852539, 8.28185749053955, 2.5449142456054688, 5.997200012207031, 7.6154022216796875, 0.026216506958007812, 10.424690246582031, 8.624218940734863, 7.614283561706543, 0.9624824523925781, -0.0]	Larry remembers who the plays that some guys are arguing about ca n't stun many teenagers . <eos>	[5.545644283294678, 5.647049903869629, 4.103020668029785, 4.871020317077637, 7.014944076538086, 3.437654495239258, 4.720432281494141, 5.005686283111572, 4.5753631591796875, 5.336272239685059, 3.408919334411621, 3.0395617485046387, 0.2798048257827759, 4.522706508636475, 4.195017337799072, 4.2829108238220215, 3.2153329849243164, 2.7322042228661303e-07]	[10.266302108764648, 12.780162811279297, 5.970980644226074, 4.333954811096191, 9.988431930541992, 6.555517196655273, 7.250073432922363, 6.361518859863281, 2.8430490493774414, 8.112892150878906, 2.1036548614501953, 9.731568336486816, 0.05597686767578125, 11.12782096862793, 8.783955574035645, 7.815711498260498, 1.0377788543701172, -0.0]
Some boy was researching that drawing that Janice admired that disturbs all actresses . <eos>	[5.545644760131836, 5.850346565246582, 6.622466087341309, 6.322618007659912, 4.648993015289307, 6.258052349090576, 4.706765174865723, 4.728174209594727, 4.6943535804748535, 3.7392752170562744, 4.978777885437012, 4.167532444000244, 5.485908031463623, 3.8357653617858887, 2.7745556963054696e-07]	[9.399500846862793, 11.373897552490234, 4.888318061828613, 12.541263580322266, 5.126511573791504, 8.721968650817871, 4.584897041320801, 14.174406051635742, 8.528582572937012, 5.327517509460449, 3.868258476257324, 7.534049987792969, 12.334555625915527, 1.4776573181152344, -0.0]	Some boy was researching who that drawing that Janice admired disturbs all actresses . <eos>	[5.545644760131836, 5.850346565246582, 6.622466087341309, 6.322618007659912, 4.648993015289307, 4.387977600097656, 4.460124969482422, 4.887171745300293, 5.189011573791504, 4.827637672424316, 2.4860758781433105, 3.6716837882995605, 4.620712757110596, 3.6213746070861816, 2.8067455559721566e-07]	[9.399500846862793, 11.373897552490234, 4.888318061828613, 12.541263580322266, 6.718838691711426, 8.691938400268555, 11.503820419311523, 6.335450172424316, 14.766843795776367, 8.683443069458008, 6.228041648864746, 7.243527412414551, 12.37590217590332, 1.3331212997436523, -0.0]
Elaine thinks about most eyes that Bethany did n't find that were n't embarrassing many dancers . <eos>	[5.545644283294678, 4.784890174865723, 3.484250068664551, 4.437265396118164, 2.6800599098205566, 2.9787983894348145, 4.978667259216309, 4.243196487426758, 2.398256301879883, 3.9785850048065186, 3.1037230491638184, 5.249784469604492, 6.082980155944824, 5.9049072265625, 2.4264702796936035, 3.3281607627868652, 3.867955446243286, 2.720721568039153e-07]	[11.844196319580078, 10.683432579040527, 3.8436765670776367, 9.353846549987793, 10.905624389648438, 3.7356643676757812, 11.317052841186523, 5.220659255981445, 1.2518978118896484, 5.462027549743652, 5.539533615112305, 4.585592269897461, 5.048270225524902, 9.554912567138672, 10.921051979064941, 12.34177017211914, 1.2803707122802734, -0.0]	Elaine thinks about who most eyes that Bethany did n't find were n't embarrassing many dancers . <eos>	[5.545644283294678, 4.784890174865723, 3.484250068664551, 4.437265396118164, 5.042718410491943, 5.704895973205566, 4.376069068908691, 4.820548057556152, 3.6381537914276123, 3.2792062759399414, 4.0950541496276855, 3.375147819519043, 4.364903450012207, 5.588987350463867, 2.697415351867676, 3.7418105602264404, 3.8055126667022705, 2.7620592391031096e-07]	[11.844196319580078, 10.683432579040527, 3.8436765670776367, 5.649919509887695, 8.815523147583008, 9.437777519226074, 6.319265365600586, 11.393951416015625, 5.394052505493164, 1.8030614852905273, 5.431509971618652, 5.545140266418457, 7.2682294845581055, 8.466002464294434, 11.022090911865234, 11.145612716674805, 1.291635513305664, -0.0]
Jessica sees some wheelbarrow that Joel bought that alarms most waiters . <eos>	[5.545644760131836, 5.5089263916015625, 4.7962236404418945, 4.680487155914307, 5.6310882568359375, 5.362462520599365, 5.138935565948486, 4.286854267120361, 6.400644302368164, 4.271592617034912, 2.745286703109741, 4.5355963706970215, 2.683388800051034e-07]	[11.313638687133789, 10.38693904876709, 5.675911903381348, 3.284356117248535, 5.2887468338012695, 10.72623062133789, 7.774626731872559, 6.608924865722656, 14.688569068908691, 7.776017189025879, 4.115610122680664, 1.3306455612182617, -0.0]	Jessica sees who some wheelbarrow that Joel bought alarms most waiters . <eos>	[5.545644760131836, 5.5089263916015625, 4.7962236404418945, 5.609846115112305, 5.43743371963501, 5.842453479766846, 5.083632469177246, 4.474771499633789, 4.255006790161133, 3.3151378631591797, 3.4447522163391113, 4.987428188323975, 2.70541249847156e-07]	[11.313638687133789, 10.38693904876709, 8.702072143554688, 7.912134170532227, 2.8646469116210938, 5.720643997192383, 10.687281608581543, 7.54024600982666, 16.00303840637207, 10.349321365356445, 5.163216590881348, 1.9144906997680664, -0.0]
Pamela had seen this rug that Florence had noticed that resembles sketches . <eos>	[5.545644760131836, 6.12189245223999, 4.9185638427734375, 4.593857288360596, 6.278347969055176, 4.095132827758789, 4.600626468658447, 4.457837104797363, 5.377103328704834, 3.243509292602539, 4.900171756744385, 3.45468807220459, 2.996917724609375, 2.680374109331751e-07]	[12.422130584716797, 7.335369110107422, 5.348896026611328, 4.7122087478637695, 13.877033233642578, 5.193047523498535, 12.050797462463379, 1.2667160034179688, 7.144469261169434, 4.98164176940918, 9.842995643615723, 12.310365676879883, 2.2578468322753906, -0.0]	Pamela had seen what this rug that Florence had noticed resembles sketches . <eos>	[5.545644760131836, 6.12189245223999, 4.9185638427734375, 4.593857288360596, 3.758321762084961, 5.6656060218811035, 4.3380022048950195, 4.311660289764404, 3.631467342376709, 4.434805393218994, 3.2410778999328613, 3.66237211227417, 3.268181324005127, 2.6793537699632e-07]	[12.422130584716797, 7.335369110107422, 5.348896026611328, 5.974853515625, 6.061789512634277, 14.753961563110352, 8.7261381149292, 12.551515579223633, 0.8018283843994141, 8.220593452453613, 12.161783218383789, 10.343070983886719, 1.7466354370117188, -0.0]
The waitresses know these people that Robert questioned that cared for these senators . <eos>	[5.545644760131836, 7.150014877319336, 6.256845474243164, 3.7930169105529785, 6.884697914123535, 4.697193145751953, 5.37409782409668, 5.953973293304443, 3.721991539001465, 5.280508041381836, 1.9737604856491089, 3.748941659927368, 5.881416320800781, 2.635453224182129, 2.6913272677120403e-07]	[5.106276512145996, 1.6874046325683594, 11.172887802124023, 6.589334487915039, 4.287382125854492, 4.277045249938965, 9.585177421569824, 11.725042343139648, 5.209407806396484, 11.443462371826172, 0.5845279693603516, 6.884707450866699, 10.236692428588867, 0.8924770355224609, -0.0]	The waitresses know who these people that Robert questioned cared for these senators . <eos>	[5.545644760131836, 7.150014877319336, 6.256845474243164, 3.7930169105529785, 5.2904157638549805, 6.589710712432861, 4.304224967956543, 5.349702835083008, 5.64717435836792, 3.7551867961883545, 1.6070244312286377, 3.1506361961364746, 6.266212463378906, 3.261207103729248, 2.7610823849499866e-07]	[5.106276512145996, 1.6874046325683594, 11.172887802124023, 5.573270797729492, 7.327469348907471, 3.667236328125, 9.063170433044434, 10.300346374511719, 11.689626693725586, 12.12863540649414, 0.7385921478271484, 7.7160186767578125, 12.25571060180664, 1.0218944549560547, -0.0]
All teachers were n't investigating some organizations that some bread alarms that criticized guys . <eos>	[5.545644760131836, 5.225571155548096, 4.788630485534668, 6.286209583282471, 5.424936771392822, 4.328629970550537, 3.700702667236328, 3.8067517280578613, 4.808284759521484, 5.652170658111572, 5.013147354125977, 3.605123519897461, 4.345594882965088, 4.010927200317383, 4.1623759269714355, 2.7676986746882903e-07]	[8.75776481628418, 11.99400806427002, 2.678802490234375, 6.711869239807129, 11.909513473510742, 6.309109687805176, 10.129587173461914, 3.1448278427124023, 7.8001813888549805, 13.508951187133789, 12.484901428222656, 5.773751258850098, 10.431130409240723, 14.4191312789917, 1.777125358581543, -0.0]	All teachers were n't investigating who some organizations that some bread alarms criticized guys . <eos>	[5.545644760131836, 5.225571155548096, 4.788630485534668, 6.286209583282471, 5.424936771392822, 4.328629970550537, 4.915554046630859, 5.725032806396484, 4.729109764099121, 4.457807540893555, 5.3403849601745605, 4.886748313903809, 3.7344698905944824, 2.425487518310547, 3.444443941116333, 2.695508385386347e-07]	[8.75776481628418, 11.99400806427002, 2.678802490234375, 6.711869239807129, 11.909513473510742, 5.300580978393555, 7.92682409286499, 8.114360809326172, 6.194426536560059, 9.451333999633789, 13.227066040039062, 13.425838470458984, 10.178911209106445, 17.84993553161621, 1.2175559997558594, -0.0]
